start_date,end_date,current_flag,dataset_row_id,id,license_id,account_number,site_number,legal_name,doing_business_as_name,address,city,state,zip_code,ward,precinct,police_district,license_code,license_description,license_number,application_type,application_created_date,application_requirements_complete,payment_date,conditional_approval,license_term_start_date,license_term_expiration_date,license_approved_for_issuance,date_issued,license_status,license_status_change_date,ssa,latitude,longitude,location
2014-08-14 02:21:12.178731,,True,262108,2204842-20140616,2322337,40226,2,"MAKING THE DIFFERENCE INTERNATIONAL, INC.",MAKING THE DIFFERENCE INTERNATIONAL,4758 S DR MARTIN LUTHER KING JR DR 3 ,CHICAGO,IL,60615,3,32,2,4404,Regulated Business License,2204842,RENEW,,2014-04-15,2014-04-26,False,2014-06-16,2016-06-15,2014-04-26,2014-04-28,AAI,,56,41.807652133658,-87.6166891103608,"(41.80765213365802, -87.61668911036077)"
2014-08-14 02:21:12.178731,,True,262789,1740486-20140616,2323977,307703,1,ISMAIL A. ISMAIL,GEORGE'S HAIR DESIGN,100 E 51ST ST  ,CHICAGO,IL,60615,3,40,2,1010,Limited Business License,1740486,RENEW,,2014-04-15,2014-06-12,False,2014-06-16,2016-06-15,2014-06-12,2014-06-13,AAI,,52,41.8021117150455,-87.6225708368885,"(41.80211171504547, -87.62257083688849)"
2014-08-14 02:21:12.178731,,True,263399,1354819-20140616,2323350,258947,1,GUPTA FOOD INC,MARKET IN THE PARK,5050 S LAKE SHORE WEST DR  ,CHICAGO,IL,60615,4,29,2,1474,Package Goods,1354819,RENEW,,2014-04-15,2014-06-13,False,2014-06-16,2016-06-15,2014-06-14,2014-06-16,AAI,,,41.8028797781133,-87.5818436939268,"(41.802879778113265, -87.58184369392683)"
2014-08-14 02:21:12.178731,,True,376115,2218622-20121016,2221897,343018,1,"WALK STUDIO, LLC",WALK STUDIO,1114 E 62ND ST 1 ,CHICAGO,IL,60637,20,24,3,4404,Regulated Business License,2218622,RENEW,,2013-01-11,2014-01-08,False,2012-10-16,2014-10-15,2014-01-08,2014-01-09,AAI,,,41.78242377454,-87.5988076095344,"(41.78242377454002, -87.59880760953438)"
2014-08-14 02:21:12.178731,,True,376696,2320419-20140523,2320419,389261,1,CHARITY CONTRIBUTORS OF CHICAGO,CHARITY CONTRIBUTORS OF CHICAGO,4455 S DR MARTIN LUTHER KING JR DR  ,CHICAGO,IL,60653,3,16,2,1058,Class B - Indoor Special Event,2320419,ISSUE,2014-03-28,2014-05-07,2014-05-07,False,2014-05-23,2014-05-26,2014-05-23,2014-05-23,AAI,,,41.8132153177004,-87.616549207448,"(41.8132153177004, -87.61654920744799)"
2014-08-14 02:21:12.178731,,True,377035,1937249-20140616,2324354,331116,1,"SIT DOWN, INC.",THE SIT DOWN,1312 E 53RD ST 1ST ,CHICAGO,IL,60615,4,1,2,1475,Consumption on Premises - Incidental Activity,1937249,RENEW,,2014-04-15,2014-05-03,False,2014-06-16,2016-06-15,2014-05-03,2014-05-05,AAI,,61,41.7995896046977,-87.594447822701,"(41.79958960469768, -87.59444782270101)"
2014-08-14 02:21:12.178731,,True,377619,2206187-20140616,2323353,259058,1,TIMOTHY H BOHRER,PAC ADVANTAGE CONSULTING,5012 S WOODLAWN AVE  ,CHICAGO,IL,60615,4,23,2,4404,Regulated Business License,2206187,RENEW,,2014-04-15,2014-06-09,False,2014-06-16,2016-06-15,2014-06-09,2014-06-10,AAI,,,41.8037821047327,-87.5968754270043,"(41.80378210473274, -87.5968754270043)"
2014-08-14 02:21:12.178731,,True,36717,2003201-20140516,2315470,7551,43,"BOND DRUG COMPANY OF ILLINOIS, LLC",WALGREENS #03074,4700 S HALSTED ST  ,CHICAGO,IL,60609,3,51,9,1474,Package Goods,2003201,RENEW,,2014-03-15,2014-05-01,False,2014-05-16,2016-05-15,2014-05-02,2014-05-08,AAI,,13,41.8088150392961,-87.6456829531519,"(41.808815039296086, -87.64568295315186)"
2014-08-14 02:21:12.178731,,True,36927,52190-20140616,2322889,87026,3,"YEHIA & COMPANY HAIR DESIGN, INC.",YEHIA & COMPANY,1455 E 53RD ST  1ST,CHICAGO,IL,60615,4,54,2,1010,Limited Business License,52190,RENEW,,2014-04-15,2014-06-25,False,2014-06-16,2016-06-15,2014-06-25,2014-06-25,AAI,,61,41.799428829857,-87.5896408976242,"(41.79942882985705, -87.5896408976242)"
2014-08-14 02:21:12.178731,,True,38113,2321285-20140415,2321285,389628,1,JAMESHA J NEWSON,ROCK BOTTOM DAY SPA AND BOTIQUE,218 E 51ST ST  ,CHICAGO,IL,60615,3,37,2,1010,Limited Business License,2321285,ISSUE,2014-04-14,2014-04-15,2014-04-15,False,2014-04-15,2016-05-15,2014-04-15,2014-04-15,AAI,,52,41.8021508824114,-87.6201772978372,"(41.80215088241139, -87.62017729783719)"
2014-08-14 02:21:12.178731,,True,38441,1767369-20140316,2304867,3090,7,"ACE COFFEE BAR, INC.",ACE COFFEE BAR INC.,5001 S MICHIGAN AVE 1 ,CHICAGO,IL,60615,3,40,2,1006,Retail Food Establishment,1767369,RENEW,,2014-01-15,2014-02-12,False,2014-03-16,2016-03-15,2014-02-12,2014-03-06,AAI,,52,41.8037310330063,-87.6225450751418,"(41.80373103300634, -87.62254507514183)"
2014-08-14 02:21:12.178731,,True,38655,2308211-20140616,2324110,315424,2,KENDALL ROSS GLOVER,SANKOFA LIFE SERVICES,4858 S EVANS AVE 2ND ,CHICAGO,IL,60615,4,50,2,4404,Regulated Business License,2308211,RENEW,,2014-04-15,2014-05-21,False,2014-06-16,2016-06-15,2014-05-21,2014-05-22,AAI,,47,41.8059676723167,-87.6078545930102,"(41.80596767231674, -87.60785459301019)"
2014-08-14 02:21:12.178731,,True,151289,2334312-20140606,2334312,16611,66,"BRIANFER, INCORPORATED",Robinson's No.1 Ribs,5631 S KIMBARK AVE  ,CHICAGO,IL,60637,5,30,2,1329,Special Event Food,2334312,ISSUE,2014-06-06,2014-06-06,2014-06-06,False,2014-06-06,2014-06-08,2014-06-06,2014-06-06,AAI,,,41.7923496744685,-87.5947154417806,"(41.792349674468525, -87.5947154417806)"
2014-08-14 02:21:12.178731,,True,152873,2215946-20140616,2324084,312799,2,"PRECIOUS LITTLE ONE'S LEARNING CENTER, INC.","PRECIOUS LITTLE ONE'S LEARNING CENTER, INC.",624-626 E 47TH ST 1ST ,CHICAGO,IL,60653,4,12,2,1023,Children's Services Facility License,2215946,RENEW,,2014-04-15,2014-04-28,False,2014-06-16,2016-06-15,2014-06-13,2014-06-16,AAI,,47,41.8095882331195,-87.6103617991528,"(41.809588233119534, -87.61036179915281)"
2014-08-14 02:21:12.178731,,True,152986,1767629-20140616,2324023,310447,1,"HYDE PARK STATION AND CAR WASH,INC.",HYDE PARK BP AM PM,5130 S LAKE PARK AVE 1 ,CHICAGO,IL,60615,4,47,2,1275,Filling Station,1767629,RENEW,,2014-04-15,2014-05-28,False,2014-06-16,2016-06-15,2014-05-28,2014-05-29,AAI,,61,41.801456552461,-87.5877418621558,"(41.80145655246098, -87.58774186215581)"
2014-08-14 02:21:12.178731,,True,153245,1330273-20140616,2323338,257316,1,KAP RYOU,CORNELL DRY CLEANERS,1607 E 53RD ST  ,CHICAGO,IL,60615,5,48,2,1010,Limited Business License,1330273,RENEW,,2014-04-15,2014-05-11,False,2014-06-16,2016-06-15,2014-05-11,2014-05-12,AAI,,61,41.7994719729178,-87.5862013735177,"(41.7994719729178, -87.58620137351774)"
2014-08-14 02:21:12.178731,,True,379671,2341436-20140707,2341436,363667,2,"N K FLORALS, INC.",NANCY KRAUSE FLORAL DESIGN - GARDEN ANTIQUES,5229 S HARPER CT 1ST ,CHICAGO,IL,60615,4,47,2,1010,Limited Business License,2341436,ISSUE,2014-07-02,2014-07-03,2014-07-03,False,2014-07-07,2015-07-15,2014-07-03,2014-07-03,AAI,,61,41.8001067920554,-87.5880931772935,"(41.80010679205539, -87.58809317729349)"
2014-08-14 02:21:12.178731,,True,380071,2304406-20140117,2304406,274722,2,TREJO'S FENCE & WELDING INC.,TREJO'S FENCE & WELDING INC.,722 W 49TH PL  ,CHICAGO,IL,60609,3,10,9,4404,Regulated Business License,2304406,ISSUE,2014-01-07,2014-01-17,2014-01-17,False,2014-01-17,2016-01-15,2014-01-17,2014-01-17,AAI,,,41.8044476338305,-87.6439669820087,"(41.804447633830506, -87.6439669820087)"
2014-08-14 02:21:12.178731,,True,380215,2206107-20140616,2323308,254155,1,CLARENCE D. JOHNSON,CLARENCE D. JOHNSON CONSTRUCTION CO.,4941 S DR MARTIN LUTHER KING JR DR  ,CHICAGO,IL,60615,4,6,2,4404,Regulated Business License,2206107,RENEW,,2014-04-15,2014-06-11,False,2014-06-16,2016-06-15,2014-06-11,2014-06-12,AAI,,,41.8045236071934,-87.6163194104536,"(41.80452360719341, -87.61631941045357)"
2014-08-14 02:21:12.178731,,True,40419,2204869-20140616,2322341,41213,1,GRACIE MAE ENTERPRISES INC,GRACIE MAE ENTERPRISE INC,4850 S LAKE PARK AVE  2107,CHICAGO,IL,60615,4,9,2,4404,Regulated Business License,2204869,RENEW,,2014-04-15,2014-06-16,False,2014-06-16,2016-06-15,2014-06-16,2014-06-16,AAI,,,41.806195549526,-87.5895782827317,"(41.80619554952596, -87.58957828273167)"
2014-08-14 02:21:12.178731,,True,153825,1816947-20140616,2322103,25965,4,"TOYS ET CETERA, INC.",TOYS ET CETERA,1502 E 55TH ST 1 ,CHICAGO,IL,60615,4,54,2,1010,Limited Business License,1816947,RENEW,,2014-04-15,2014-04-21,False,2014-06-16,2016-06-15,2014-04-21,2014-04-22,AAI,,61,41.7953092994,-87.5890555352952,"(41.79530929940003, -87.5890555352952)"
2014-08-14 02:21:12.178731,,True,156238,2348845-20140721,2348845,392143,1,"TRISTANA R. HARVEY CAREER PLANNING & CONSULTING SERIES, LLC","TRISTANA R. HARVEY CAREER PLANNING & CONSULTING SERIES, LLC",5135 S KENWOOD AVE 5TH 504,CHICAGO,IL,60615,4,44,2,4404,Regulated Business License,2348845,ISSUE,2014-07-21,2014-07-21,2014-07-21,False,2014-07-21,2016-08-15,2014-07-21,2014-07-21,AAI,,,41.8012802926227,-87.5933014482383,"(41.80128029262271, -87.59330144823828)"
2014-08-14 02:21:12.178731,,True,156469,2158357-20140716,2332446,372341,1,"GREAT LAKE COMPUTER TECHNOLOGY, INCORPORATED",CHICAGO COMPUTER CLUB,1521 E 55TH ST 1 ,CHICAGO,IL,60615,5,8,2,1609,Secondhand Dealer (No Valuable Objects),2158357,RENEW,,2014-05-15,2014-05-24,False,2014-07-16,2016-07-15,2014-05-24,2014-05-27,AAI,,61,41.7950820968061,-87.5882681231653,"(41.795082096806134, -87.58826812316532)"
2014-08-14 02:21:12.178731,,True,269865,2327494-20140502,2327494,390039,1,Executive solutions Group,Executive Solutions Group LLC,5500 S SHORE DR 1 104,CHICAGO,IL,60637,5,,,4404,Regulated Business License,2327494,ISSUE,,2014-05-01,2014-05-01,False,2014-05-02,2016-05-15,2014-05-01,2014-05-02,AAI,,,41.795185016057,-87.5805977716816,"(41.79518501605705, -87.58059777168157)"
2014-08-14 02:21:12.178731,,True,383547,1479631-20140616,2323577,274255,1,SEOUL COREA RESTAURANT INC.,SEOUL COREA RESTAURANT,1603 E 55TH ST  ,CHICAGO,IL,60615,5,35,2,1006,Retail Food Establishment,1479631,RENEW,,2014-04-15,2014-04-25,False,2014-06-16,2016-06-15,2014-04-25,2014-04-28,AAI,,61,41.7950762800326,-87.5874418965641,"(41.795076280032596, -87.5874418965641)"
2014-08-14 02:21:12.178731,,True,384832,1927671-20140616,2324493,336589,1,SHINJU SUSHI JAPANESE RESTAURANT LLC,SHINJU SUSHI JAPANESE RESTAURANT LLC,1375 E 53RD ST 1ST ,CHICAGO,IL,60615,4,55,2,1006,Retail Food Establishment,1927671,RENEW,,2014-04-15,2014-06-05,False,2014-06-16,2016-06-15,2014-06-05,2014-06-06,AAI,,61,41.7993992621129,-87.5920877072857,"(41.79939926211286, -87.59208770728569)"
2014-08-14 02:21:12.178731,,True,385446,1964427-20140616,2324587,342233,1,"ARYAN DEVELOPMENT, INC.",SUBWAY,1400 E 53RD ST 1 ,CHICAGO,IL,60615,4,47,2,1006,Retail Food Establishment,1964427,RENEW,,2014-04-15,2014-06-11,False,2014-06-16,2016-06-15,2014-06-11,2014-06-12,AAI,,61,41.7996223514203,-87.5917204098827,"(41.79962235142029, -87.59172040988271)"
2014-08-14 02:21:12.178731,,True,43452,28624-20140516,2316334,53310,1,MOHAMMAD ZAHIR,WOOD LAWN AMOCO,1158 E 47TH ST 1ST ,CHICAGO,IL,60653,4,36,2,1006,Retail Food Establishment,28624,RENEW,,2014-03-15,2014-04-16,False,2014-05-16,2016-05-15,2014-04-16,2014-04-17,AAI,,47,41.8097503335653,-87.5969555534326,"(41.8097503335653, -87.59695555343261)"
2014-08-14 02:21:12.178731,,True,158973,2164146-20140716,2332843,373876,1,GYINABU SALIFU,MANAROS AFRICAN HAIR BRAIDING,6502 S COTTAGE GROVE AVE 1ST ,CHICAGO,IL,60637,20,18,3,1010,Limited Business License,2164146,RENEW,,2014-05-15,2014-07-09,False,2014-07-16,2016-07-15,2014-07-09,2014-07-10,AAI,,,41.7766282103412,-87.6059921295813,"(41.7766282103412, -87.60599212958127)"
2014-08-14 02:21:12.178731,,True,160138,2206660-20140716,2330951,284485,2,"WWG, INC.","WWG, INC.",6549 S GREEN ST 1 1,CHICAGO,IL,60621,20,13,7,4404,Regulated Business License,2206660,RENEW,,2014-05-15,2014-06-09,False,2014-07-16,2016-07-15,2014-06-09,2014-06-10,AAI,,,41.7746488141958,-87.6457248181857,"(41.77464881419582, -87.64572481818574)"
2014-08-14 02:21:12.178731,,True,160347,39085-20140616,2321740,15766,1,"KENTADA, INC.",PIZZA CAPRI,1501 E 53RD ST  ,CHICAGO,IL,60615,4,54,2,1475,Consumption on Premises - Incidental Activity,39085,RENEW,,2014-04-15,2014-04-29,False,2014-06-16,2016-06-15,2014-04-29,2014-04-30,AAI,,61,41.7994342590444,-87.5890462552653,"(41.79943425904436, -87.58904625526527)"
2014-08-14 02:21:12.178731,,True,273390,27175-20120616,2148960,53088,1,MARIA GALL,MARIA'S CLOTHING ALTERATIONS,1525 E 53RD ST  823,CHICAGO,IL,60615,4,54,2,1010,Limited Business License,27175,RENEW,,2012-04-16,2014-05-23,False,2012-06-16,2014-06-15,2014-05-23,2014-05-23,AAI,,61,41.7994418721038,-87.5880983893063,"(41.79944187210379, -87.58809838930625)"
2014-08-14 02:21:12.178731,,True,273589,1478475-20140116,2296840,273768,1,BYONG C AN,J & J BEAUTY SUPPLY,4666-A S HALSTED ST  ,CHICAGO,IL,60609,11,49,9,1010,Limited Business License,1478475,RENEW,,2013-11-15,2014-01-06,False,2014-01-16,2016-01-15,2014-01-06,2014-01-07,AAI,,13,41.8090003745618,-87.6456896408377,"(41.809000374561755, -87.64568964083773)"
2014-08-14 02:21:12.178731,,True,386310,28045-20140616,2321329,2201,1,RESEARCH PROS INC,RESESRCH PROS INC,1525 E 53RD ST  ,CHICAGO,IL,60615,4,54,2,1010,Limited Business License,28045,RENEW,,2014-04-15,2014-04-21,False,2014-06-16,2016-06-15,2014-04-21,2014-04-22,AAI,,61,41.7994418721038,-87.5880983893063,"(41.79944187210379, -87.58809838930625)"
2014-08-14 02:21:12.178731,,True,387118,2308234-20140320,2308234,387833,1,"LAKE PARK TWO, INC.",DUNKIN DONUTS / BASKIN ROBBINS,1400 E 47TH DR 1ST B,CHICAGO,IL,60653,4,10,2,1006,Retail Food Establishment,2308234,ISSUE,2014-01-28,2014-03-13,2014-03-13,False,2014-03-20,2016-04-15,2014-03-19,2014-03-20,AAI,,47,41.8097954827169,-87.5923738666333,"(41.80979548271692, -87.59237386663331)"
2014-08-14 02:21:12.178731,,True,387648,1248240-20140616,2323236,248235,1,HYDE PARK CORPORATION,HYDE PARK CITGO,123 E 51ST ST  ,CHICAGO,IL,60615,3,57,2,1275,Filling Station,1248240,RENEW,,2014-04-15,2014-05-03,False,2014-06-16,2016-06-15,2014-05-03,2014-05-05,AAI,,52,41.8019079886181,-87.6215609943117,"(41.80190798861809, -87.62156099431172)"
2014-08-14 02:21:12.178731,,True,388175,2215164-20140616,2324719,347666,1,"CORNELL AMOCO, INC.",BP,5048 S CORNELL AVE 1ST ,CHICAGO,IL,60615,4,48,2,8340,Motor Vehicle Services License,2215164,RENEW,,2014-04-15,2014-04-22,False,2014-06-16,2016-06-15,2014-04-22,2014-06-06,AAI,,,41.8028311200708,-87.5865925252914,"(41.802831120070785, -87.58659252529138)"
2014-08-14 02:21:12.178731,,True,389688,2290074-20140319,2290074,385639,1,PLEIN AIR CAFE LLC,PLEIN AIR,5751 S WOODLAWN AVE  ,CHICAGO,IL,60637,5,27,2,1006,Retail Food Establishment,2290074,ISSUE,2013-10-10,2013-11-06,2014-01-24,False,2014-03-19,2016-04-15,2014-03-18,2014-03-19,AAI,,,41.7899430621859,-87.5962757837235,"(41.78994306218586, -87.5962757837235)"
2014-08-14 02:21:12.178731,,True,49358,16755-20140616,2322451,51781,1,MARY BALOGUN,PAGE TOO HAIR DESIGN,1007 E 53RD ST  1ST,CHICAGO,IL,60615,5,3,2,1010,Limited Business License,16755,RENEW,,2014-04-15,2014-06-13,False,2014-06-16,2016-06-15,2014-06-13,2014-06-16,AAI,,,41.7992973672403,-87.6010148196136,"(41.79929736724029, -87.60101481961362)"
2014-08-14 02:21:12.178731,,True,49529,2114728-20140516,2315541,7551,74,"BOND DRUG COMPANY OF ILLINOIS, LLC",Walgreens #4519,1320 E 47TH ST 1ST ,CHICAGO,IL,60653,4,10,2,1474,Package Goods,2114728,RENEW,,2014-03-15,2014-05-01,False,2014-05-16,2016-05-15,2014-05-02,2014-05-08,AAI,,47,41.8097811510177,-87.5942128120111,"(41.8097811510177, -87.5942128120111)"
2014-08-14 02:21:12.178731,,True,163599,37506-20140616,2322666,64066,1,ROLLING IN THE DOUGH II INC,DOMINO'S PIZZA,1453 E HYDE PARK BLVD 1ST ,CHICAGO,IL,60615,4,47,2,1006,Retail Food Establishment,37506,RENEW,,2014-04-15,2014-07-24,False,2014-06-16,2016-06-15,2014-07-24,2014-07-28,AAI,,,41.8023381433355,-87.5896757327907,"(41.80233814333551, -87.58967573279067)"
2014-08-14 02:21:12.178731,,True,276618,1001125-20140616,2322906,201238,1,PATRICIA A WALTON,WALTONS URBAN RETREAT,4800 S CHICAGO BEACH DR LOBBY 1000,CHICAGO,IL,60615,4,9,2,1524,Massage Establishment,1001125,RENEW,,2014-04-15,2014-06-29,False,2014-06-16,2016-06-15,2014-06-29,2014-06-30,AAI,,,41.8072543927285,-87.5866743553796,"(41.807254392728545, -87.5866743553796)"
2014-08-14 02:21:12.178731,,True,278048,1353438-20140616,2321660,11516,24,WHITE CASTLE SYSTEM INC,WHITE CASTLE #90,6646 S HALSTED ST  ,CHICAGO,IL,60621,16,41,7,1006,Retail Food Establishment,1353438,RENEW,,2014-04-15,2014-04-29,False,2014-06-16,2016-06-15,2014-04-29,2014-04-30,AAI,,,41.7728706346069,-87.6447537838892,"(41.77287063460686, -87.6447537838892)"
2014-08-14 02:21:12.178731,,True,278514,1998277-20140616,2324738,347666,1,"CORNELL AMOCO, INC.",BP,5048 S CORNELL AVE 1ST ,CHICAGO,IL,60615,4,48,2,1006,Retail Food Establishment,1998277,RENEW,,2014-04-15,2014-04-22,False,2014-06-16,2016-06-15,2014-04-22,2014-06-06,AAI,,,41.8028311200708,-87.5865925252914,"(41.802831120070785, -87.58659252529138)"
2014-08-14 02:21:12.178731,,True,391794,18422-20140516,2315015,147,9,WALGREEN CO.,WALGREENS #162,1554 E 55TH ST 1ST ,CHICAGO,IL,60615,4,54,2,1781,Tobacco Retail Over Counter,18422,RENEW,,2014-03-15,2014-04-30,False,2014-05-16,2016-05-15,2014-04-30,2014-05-15,AAI,,61,41.7952973181401,-87.587822555467,"(41.79529731814013, -87.58782255546703)"
2014-08-14 02:21:12.178731,,True,392345,14258-20140316,2306058,85659,39,H&R BLOCK ENTERPRISES LLC,H & R BLOCK TAX SERVICES,1412 E 53RD ST 1ST #,CHICAGO,IL,60615,4,47,2,1010,Limited Business License,14258,RENEW,,2014-01-15,2014-03-11,False,2014-03-16,2016-03-15,2014-03-11,2014-03-13,AAI,,61,41.7996273096437,-87.5912001518071,"(41.799627309643725, -87.59120015180713)"
2014-08-14 02:21:12.178731,,True,392619,1518612-20140616,2323557,272914,1,TOBACCO ROAD INCORPORATED,HAROLD WASHINGTON CULTURAL CENTER,4701 S DR MARTIN LUTHER KING JR DR  ,CHICAGO,IL,60615,3,31,2,1475,Consumption on Premises - Incidental Activity,1518612,RENEW,,2014-04-15,2014-06-10,False,2014-06-16,2016-06-15,2014-06-10,2014-06-10,AAI,,56,41.8092952039756,-87.616439669199,"(41.80929520397561, -87.61643966919897)"
2014-08-14 02:21:12.178731,,True,51422,2147730-20140416,2313351,371260,1,JoA  Beauty Inc.,JoA Beauty,537 E 63RD ST 1ST ,CHICAGO,IL,60637,20,,,1010,Limited Business License,2147730,RENEW,,2014-02-15,2014-03-15,False,2014-04-16,2016-04-15,2014-03-15,2014-03-17,AAI,,,41.7801983620841,-87.6118009080357,"(41.780198362084064, -87.61180090803568)"
2014-08-14 02:21:12.178731,,True,165007,2216187-20140616,2325589,369887,1,"AMERICAN KIDZ ACADEMY, LLC - HYDE PARK","AMERICAN KIDZ ACADEMY, LLC - HYDE PARK",5548 S HYDE PARK BLVD 1ST ,CHICAGO,IL,60637,5,35,2,1023,Children's Services Facility License,2216187,RENEW,,2014-04-15,2014-08-07,False,2014-06-16,2016-06-15,2014-08-07,2014-08-07,AAI,,61,41.7937882175809,-87.5840614635439,"(41.79378821758089, -87.58406146354389)"
2014-08-14 02:21:12.178731,,True,165645,2204517-20140616,2322097,25852,2,HYDE PARK ARMS HOTEL INC,HYDE PARK ARMS HOTEL,5316 S HARPER AVE  1ST,CHICAGO,IL,60615,4,54,2,4404,Regulated Business License,2204517,RENEW,,2014-04-15,2014-04-23,False,2014-06-16,2016-06-15,2014-06-13,2014-06-16,AAI,,61,41.7989899474604,-87.5892249927663,"(41.79898994746036, -87.5892249927663)"
2014-08-14 02:21:12.178731,,True,166579,2138019-20140316,2307201,369540,1,DENNIS D CAPLE,NATHAN'S I-94 RIB AND GRILL,325 W 47TH ST 1ST ,CHICAGO,IL,60609,3,17,9,1006,Retail Food Establishment,2138019,RENEW,,2014-01-15,2014-03-17,False,2014-03-16,2016-03-15,2014-03-17,2014-03-17,REV,2014-08-12,,41.8089644995355,-87.6344334997511,"(41.80896449953548, -87.63443349975108)"
2014-08-14 02:21:12.178731,,True,167770,2333302-20140520,2333302,390504,1,DARREN MCCOY,DARREN MCCOY,6040 S HARPER AVE 6 502,CHICAGO,IL,60637,5,33,3,4406,Peddler License,2333302,ISSUE,2014-05-20,2014-05-20,2014-05-20,False,2014-05-20,2016-06-15,,2014-05-20,AAI,,,41.7847838122048,-87.5882890298857,"(41.78478381220476, -87.58828902988566)"
2014-08-14 02:21:12.178731,,True,280019,2313625-20140219,2313625,388321,1,"PETERS & ODONI FINANCIAL, INC.","PETERS & ODONI FINANCIAL, INC.",6548 S COTTAGE GROVE AVE 1ST ,CHICAGO,IL,60637,20,18,3,1010,Limited Business License,2313625,ISSUE,2014-02-19,2014-02-19,2014-02-19,False,2014-02-19,2016-03-15,2014-02-19,2014-02-19,AAI,,,41.7753314495401,-87.6059643831656,"(41.77533144954008, -87.60596438316557)"
2014-08-14 02:21:12.178731,,True,281018,28627-20140516,2316335,53310,1,MOHAMMAD ZAHIR,WOOD LAWN AMOCO,1158 E 47TH ST 1ST ,CHICAGO,IL,60653,4,36,2,1781,Tobacco Retail Over Counter,28627,RENEW,,2014-03-15,2014-04-16,False,2014-05-16,2016-05-15,2014-04-16,2014-04-17,AAI,,47,41.8097503335653,-87.5969555534326,"(41.8097503335653, -87.59695555343261)"
2014-08-14 02:21:12.178731,,True,281048,1270703-20140616,2323245,248665,1,APOLLO COMPUTER CORPORATION,APOLLO COMPUTER CORP.,5234 S BLACKSTONE AVE  ,CHICAGO,IL,60615,4,47,2,1010,Limited Business License,1270703,RENEW,,2014-04-15,2014-05-21,False,2014-06-16,2016-06-15,2014-05-21,2014-05-22,AAI,,61,41.7998983018607,-87.5905953987992,"(41.79989830186069, -87.59059539879918)"
2014-08-14 02:21:12.178731,,True,281977,1518455-20140616,2323635,280866,1,MASHAYO INC,MCDONALDS #27672,5200 S LAKE PARK AVE 1 ,CHICAGO,IL,60615,4,47,2,1006,Retail Food Establishment,1518455,RENEW,,2014-04-15,2014-05-13,False,2014-06-16,2016-06-15,2014-05-13,2014-05-14,AAI,,61,41.8009419759663,-87.587636792157,"(41.80094197596625, -87.58763679215699)"
2014-08-14 02:21:12.178731,,True,282039,69467-20140616,2322008,21182,1,"MANGEZ MOI, INC.",LA PETITE FOLIE,1504 E 55TH ST 1ST #,CHICAGO,IL,60615,4,54,2,1475,Consumption on Premises - Incidental Activity,69467,RENEW,,2014-04-15,2014-05-28,False,2014-06-16,2016-06-15,2014-05-28,2014-05-29,AAI,,61,41.7953081849982,-87.5889407931898,"(41.79530818499822, -87.58894079318983)"
2014-08-14 02:21:12.178731,,True,393572,2215530-20140616,2322163,29302,1,CHICAGO CHILD CARE SOCIETY,CHICAGO CHILD CARE SOCIETY,5467 S UNIVERSITY AVE 3RD ,CHICAGO,IL,60615,4,41,2,1023,Children's Services Facility License,2215530,RENEW,,2014-04-15,2014-07-15,False,2014-06-16,2016-06-15,2014-07-31,2014-08-01,AAI,,,41.7961299544263,-87.597957623321,"(41.79612995442628, -87.597957623321)"
2014-08-14 02:21:12.178731,,True,394098,1382730-20140616,2323437,266409,1,CEDARS MEDITERRANEAN KITCHEN LLC,CEDARS MEDITHERRANEAN KITCHEN,1206 E 53RD ST  ,CHICAGO,IL,60615,4,1,2,1006,Retail Food Establishment,1382730,RENEW,,2014-04-15,2014-04-21,False,2014-06-16,2016-06-15,2014-04-21,2014-04-22,AAI,,61,41.7995694579428,-87.5963199288302,"(41.79956945794282, -87.59631992883017)"
2014-08-14 02:21:12.178731,,True,395254,2218575-20120816,2219395,335272,1,OLLIE MAE LEWIS,OLLIE MAE LEWIS,810 E HYDE PARK BLVD  ,CHICAGO,IL,60615,4,3,2,4406,Peddler License,2218575,RENEW,,2012-12-31,2014-04-08,False,2012-08-16,2014-08-15,,2014-07-29,AAI,,47,41.8023734711097,-87.6058876084398,"(41.80237347110972, -87.60588760843979)"
2014-08-14 02:21:12.178731,,True,396335,2177961-20140816,2339966,374445,1,"CHICAGO FUEL & MINI MART, INC.",CITGO FUEL & MINI MART,6700 S COTTAGE GROVE AVE  ,CHICAGO,IL,60637,20,18,3,1275,Filling Station,2177961,RENEW,,2014-06-15,2014-07-27,False,2014-08-16,2016-08-15,2014-07-27,2014-07-28,AAI,,,41.7730478218863,-87.6059130528716,"(41.77304782188627, -87.6059130528716)"
2014-08-14 02:21:12.178731,,True,396947,2172507-20140716,2332869,373965,1,MAMA LUCY'S CATERING CORPORATION,MAMA LUCY'S CATERING CORPORATION,6054 S PRAIRIE AVE  ,CHICAGO,IL,60637,20,42,3,1006,Retail Food Establishment,2172507,RENEW,,2014-05-15,2014-06-27,False,2014-07-16,2016-07-15,2014-06-27,2014-06-30,AAI,,,41.7840292982143,-87.6190974043615,"(41.78402929821425, -87.61909740436145)"
