start_date,end_date,current_flag,dataset_row_id,creation_date,status,completion_date,service_request_number,type_of_service_request,number_of_premises_baited,number_of_premises_with_garbage,number_of_premises_with_rats,current_activity,most_recent_action,street_address,zip_code,x_coordinate,y_coordinate,ward,police_district,community_area,latitude,longitude,location
2014-08-13 21:52:54.758983,,True,75043,2014-04-09,Completed,2014-04-24,14-00510038,Rodent Baiting/Rat Complaint,0,1,0.0,Dispatch Crew,"No contact, left door hanger",6937 S STEWART AVE,60621,1174823.44999915,1858938.31072098,6,7,68,41.768313912196,-87.6347433142426,"(41.768313912196035, -87.63474331424258)"
2014-08-13 21:52:54.758983,,True,75257,2014-04-29,Completed,2014-05-14,14-00616110,Rodent Baiting/Rat Complaint,5,3,5.0,Dispatch Crew,Inspected and baited,6667 S MICHIGAN AVE,60637,1178086.74996835,1860825.87802043,20,3,69,41.7734202424491,-87.6227246649376,"(41.773420242449106, -87.62272466493758)"
2014-08-13 21:52:54.758983,,True,75516,2014-05-18,Completed,2014-05-29,14-00732358,Rodent Baiting/Rat Complaint,1,0,1.0,Dispatch Crew,Inspected and baited,6836 S LOWE AVE,60621,1173318.49979204,1859564.02502844,6,7,68,41.7700643562788,-87.6402411762434,"(41.770064356278844, -87.64024117624342)"
2014-08-13 21:52:54.758983,,True,75542,2014-01-02,Completed,2014-01-06,14-00006553,Rodent Baiting/Rat Complaint,0,3,1.0,Dispatch Crew,"Area inspected, no cause and no baiting",6409 S CARPENTER ST,60621,1170414.52548415,1862315.36061622,16,7,68,41.7776780801475,-87.6508058667336,"(41.77767808014748, -87.6508058667336)"
2014-08-13 21:52:54.758983,,True,75715,2014-04-21,Completed,2014-05-07,14-00574233,Rodent Baiting/Rat Complaint,0,4,0.0,Dispatch Crew,No contact/gate locked; left door hanger.,5958 S WABASH AVE,60637,1177735.42886585,1865522.41091458,20,2,40,41.7863159715893,-87.6238704756187,"(41.786315971589275, -87.62387047561866)"
2014-08-13 21:52:54.758983,,True,75969,2014-07-01,Completed,2014-07-30,14-01028233,Rodent Baiting/Rat Complaint,0,5,0.0,Dispatch Crew,"Area inspected, no cause and no baiting",4750 S CHAMPLAIN AVE,60615,1181389.83902598,1873994.62349609,4,2,38,41.8094809261393,-87.6102103702277,"(41.80948092613929, -87.61021037022766)"
2014-08-13 21:52:54.758983,,True,76109,2014-06-23,Completed,2014-07-15,14-00969111,Rodent Baiting/Rat Complaint,1,4,1.0,Dispatch Crew,"Area inspected, no cause and no baiting",518 W 46TH ST,60609,1173609.97619828,1874417.67359774,11,9,61,41.8108179048355,-87.6387328559009,"(41.81081790483547, -87.63873285590094)"
2014-08-13 21:52:54.758983,,True,76188,2014-05-10,Completed,2014-05-22,14-00685082,Rodent Baiting/Rat Complaint,4,0,4.0,Dispatch Crew,Inspected and baited,6921 S SANGAMON ST,60621,1171170.80273259,1858939.80727819,17,7,68,41.768398650068,-87.6481319420954,"(41.768398650068036, -87.64813194209539)"
2014-08-13 21:52:54.758983,,True,76356,2014-04-30,Completed,2014-05-14,14-00624699,Rodent Baiting/Rat Complaint,1,2,1.0,Dispatch Crew,Inspected and baited,6638 S MORGAN ST,60621,1170787.17516799,1860804.67102312,17,7,68,41.7735244421971,-87.6494837694235,"(41.77352444219708, -87.64948376942345)"
2014-08-13 21:52:54.758983,,True,104364,2014-04-01,Completed,2014-04-09,14-00465664,Rodent Baiting/Rat Complaint,2,11,2.0,Dispatch Crew,Inspected and baited,6638 S WABASH AVE,60637,1177749.62457146,1860996.3064104,20,3,69,41.7738955533475,-87.6239553274916,"(41.77389555334752, -87.62395532749159)"
2014-08-13 21:52:54.758983,,True,104865,2014-02-17,Completed,2014-02-20,14-00219209,Rodent Baiting/Rat Complaint,2,7,2.0,Dispatch Crew,"Area inspected, no cause and no baiting",4500 S FORRESTVILLE AVE,60653,1180693.48996564,1875298.68129472,3,2,38,41.8130754166611,-87.6127243261551,"(41.81307541666114, -87.6127243261551)"
2014-08-13 21:52:54.758983,,True,104935,2014-04-14,Completed,2014-04-25,14-00540733,Rodent Baiting/Rat Complaint,0,0,0.0,Dispatch Crew,"Area inspected, no cause and no baiting",437 W 45TH ST,60609,1174145.50161215,1875095.89586781,11,9,37,41.8126671171077,-87.6367484448245,"(41.812667117107736, -87.63674844482449)"
2014-08-13 21:52:54.758983,,True,104954,2014-06-10,Completed,2014-06-19,14-00874778,Rodent Baiting/Rat Complaint,0,0,0.0,Dispatch Crew,"Area inspected, no cause and no baiting",5132 S CARPENTER ST,60609,1170184.84627064,1870778.44963399,16,9,61,41.8009067661243,-87.6514017840683,"(41.80090676612433, -87.6514017840683)"
2014-08-13 21:52:54.758983,,True,104975,2014-02-14,Completed,2014-02-20,14-00212578,Rodent Baiting/Rat Complaint,1,6,1.0,Dispatch Crew,"No contact, left door hanger",1222 E 64TH ST,60637,1185410.42730928,1862816.49990709,20,3,42,41.7787134910259,-87.5958154692424,"(41.77871349102595, -87.59581546924238)"
2014-08-13 21:52:54.758983,,True,105045,2014-06-23,Completed,2014-07-16,14-00963040,Rodent Baiting/Rat Complaint,3,12,5.0,Dispatch Crew,Inspected and baited,6313 S CHAMPLAIN AVE,60637,1181653.23406605,1863292.9902173,20,3,42,41.7801086251817,-87.6095747581086,"(41.78010862518173, -87.60957475810865)"
2014-08-13 21:52:54.758983,,True,105091,2014-06-19,Completed - Dup,2014-07-02,14-00938807,Rodent Baiting/Rat Complaint,,,,,,6116 S ST LAWRENCE AVE,60637,1181286.95028919,1864589.40610128,20,3,42,41.783674564666,-87.6108776639261,"(41.78367456466598, -87.61087766392613)"
2014-08-13 21:52:54.758983,,True,105169,2014-06-09,Completed,2014-06-18,14-00873309,Rodent Baiting/Rat Complaint,1,1,1.0,Dispatch Crew,Inspected and baited,5100 S COTTAGE GROVE AVE,60615,1182448.95712683,1871368.88266898,4,2,40,41.8022511630301,-87.6064072054223,"(41.8022511630301, -87.60640720542226)"
2014-08-13 21:52:54.758983,,True,105220,2014-01-30,Completed,2014-02-04,14-00142281,Rodent Baiting/Rat Complaint,0,4,0.0,Dispatch Crew,"Area inspected, no cause and no baiting",6115 S DREXEL AVE,60637,1183059.82819663,1864584.68981586,20,3,42,41.7836205625297,-87.6043778814183,"(41.783620562529656, -87.60437788141826)"
2014-08-13 21:52:54.758983,,True,105316,2014-05-07,Completed,2014-05-12,14-00664618,Rodent Baiting/Rat Complaint,0,0,0.0,Dispatch Crew,"Area inspected, no cause and no baiting",525 E 46TH ST,60653,1180659.98012317,1874635.85743347,3,2,38,41.8112573453195,-87.612867623009,"(41.81125734531946, -87.61286762300898)"
2014-08-13 21:52:54.758983,,True,105641,2014-01-16,Completed,2014-01-22,14-00078798,Rodent Baiting/Rat Complaint,0,2,0.0,Dispatch Crew,Inspected and baited,6509 S BLACKSTONE AVE,60637,1187308.72549311,1862095.22888076,5,3,42,41.7766893765664,-87.5888791613363,"(41.77668937656637, -87.58887916133627)"
2014-08-13 21:52:54.758983,,True,105919,2014-04-03,Completed,2014-04-10,14-00479870,Rodent Baiting/Rat Complaint,0,10,0.0,Dispatch Crew,"Area inspected, no cause and no baiting",6550 S GREEN ST,60621,1171754.95519364,1861748.33147292,16,7,68,41.7760927862811,-87.6459084600748,"(41.77609278628114, -87.6459084600748)"
2014-08-13 21:52:54.758983,,True,105979,2014-07-10,Completed - Dup,2014-08-11,14-01089256,Rodent Baiting/Rat Complaint,,,,,,6012 S PRINCETON AVE,60621,1175319.05789415,1865045.64477406,20,7,68,41.7850620473823,-87.6327443068261,"(41.785062047382254, -87.6327443068261)"
2014-08-13 21:52:54.758983,,True,106010,2014-06-12,Completed,2014-06-23,14-00896605,Rodent Baiting/Rat Complaint,0,0,0.0,Dispatch Crew,"Area inspected, no cause and no baiting",6541 S ABERDEEN ST,60621,1170107.30849554,1861429.01409576,17,7,68,41.7752525235937,-87.6519578727233,"(41.775252523593736, -87.65195787272332)"
2014-08-13 21:52:54.758983,,True,106094,2014-06-11,Completed,2014-07-14,14-00889249,Rodent Baiting/Rat Complaint,0,4,0.0,Dispatch Crew,"Area inspected, no cause and no baiting",4923 S VINCENNES AVE,60615,1180405.15797164,1872484.60590898,4,2,38,41.805359990107,-87.6138683391364,"(41.80535999010704, -87.6138683391364)"
2014-08-13 21:52:54.758983,,True,106421,2014-03-04,Completed,2014-03-07,14-00304094,Rodent Baiting/Rat Complaint,0,2,3.0,Dispatch Crew,"No contact, left door hanger",5253 S EMERALD AVE,60609,1172194.6647204,1870030.52751986,3,9,61,41.7988103978142,-87.6440531137579,"(41.79881039781416, -87.64405311375788)"
2014-08-13 21:52:54.758983,,True,106743,2014-02-11,Completed,2014-02-18,14-00197239,Rodent Baiting/Rat Complaint,0,0,0.0,Dispatch Crew,"Area inspected, no cause and no baiting",5200 S CORNELL AVE,60615,1187995.85779512,1870989.78981246,4,2,41,41.8010803751545,-87.5860767993089,"(41.80108037515454, -87.5860767993089)"
2014-08-13 21:52:54.758983,,True,106785,2014-01-20,Completed,2014-01-23,14-00092647,Rodent Baiting/Rat Complaint,3,3,3.0,Dispatch Crew,Inspected and baited,5111 S LOWE AVE,60609,1172838.25997822,1870996.80371684,3,9,61,41.8014477739444,-87.6416644032656,"(41.80144777394436, -87.6416644032656)"
2014-08-13 21:52:54.758983,,True,107198,2014-03-15,Completed,2014-03-20,14-00369904,Rodent Baiting/Rat Complaint,1,2,1.0,Dispatch Crew,Inspected and baited,5534 S HYDE PARK BLVD,60637,1188600.03401454,1868635.94559473,5,2,41,41.794606827184,-87.5839363661812,"(41.79460682718403, -87.58393636618118)"
2014-08-13 21:52:54.758983,,True,107274,2014-08-11,Open,,14-01317941,Rodent Baiting/Rat Complaint,,,,,,510 W 45TH PL,60609,1173652.42003296,1874752.96057516,11,9,61,41.8117370232344,-87.6385672343522,"(41.81173702323441, -87.63856723435217)"
2014-08-13 21:52:54.758983,,True,107944,2014-06-17,Completed,2014-07-11,14-00926368,Rodent Baiting/Rat Complaint,0,0,0.0,Dispatch Crew,Inspected and baited,4752 S PRAIRIE AVE,60615,1178842.58629544,1873572.2133338,3,2,38,41.808380230553,-87.6195660383024,"(41.80838023055298, -87.61956603830237)"
2014-08-13 21:52:54.758983,,True,108310,2014-06-14,Completed,2014-07-03,14-00906075,Rodent Baiting/Rat Complaint,1,2,1.0,Dispatch Crew,Inspected and baited,5510 S CORNELL AVE,60637,1188197.80999177,1868786.11599308,5,2,41,41.7950285178981,-87.5854064987463,"(41.79502851789807, -87.58540649874631)"
2014-08-13 21:52:54.758983,,True,12182,2014-07-30,Open,,14-01233358,Rodent Baiting/Rat Complaint,,,,,,5435 S BLACKSTONE AVE,60615,1186834.27487125,1869524.20171109,4,2,41,41.7970863254715,-87.5903831194091,"(41.79708632547152, -87.59038311940908)"
2014-08-13 21:52:54.758983,,True,12437,2014-03-16,Completed,2014-03-20,14-00372873,Rodent Baiting/Rat Complaint,0,4,0.0,Dispatch Crew,"Area inspected, no cause and no baiting",5356 S WABASH AVE,60615,1177625.49176979,1869494.1001073,3,2,40,41.7972171628569,-87.6241534331178,"(41.79721716285691, -87.62415343311775)"
2014-08-13 21:52:54.758983,,True,12696,2014-06-13,Completed,2014-07-02,14-00900915,Rodent Baiting/Rat Complaint,0,0,0.0,Dispatch Crew,"Area inspected, no cause and no baiting",5634 S ABERDEEN ST,60621,1169943.53952816,1867442.04860446,16,7,68,41.7917565588072,-87.6523836604648,"(41.791756558807194, -87.65238366046484)"
2014-08-13 21:52:54.758983,,True,12783,2014-06-03,Completed,2014-06-12,14-00830540,Rodent Baiting/Rat Complaint,0,2,0.0,Dispatch Crew,Inspected and baited,5029 S SHIELDS AVE,60609,1174816.21916692,1871606.96001466,3,9,37,41.8030781974247,-87.634392334443,"(41.803078197424654, -87.63439233444299)"
2014-08-13 21:52:54.758983,,True,12816,2014-07-21,Completed,2014-08-08,14-01165392,Rodent Baiting/Rat Complaint,2,7,2.0,Dispatch Crew,Inspected and baited,831 W 50TH PL,60609,1171617.97432014,1871364.86043363,3,9,61,41.8024846191238,-87.6461288368177,"(41.80248461912378, -87.6461288368177)"
2014-08-13 21:52:54.758983,,True,12856,2014-04-11,Completed,2014-04-15,14-00525185,Rodent Baiting/Rat Complaint,0,0,0.0,Dispatch Crew,"Backyard serviced, contact made",6951 S EMERALD AVE,60621,1172506.36479285,1858775.42782641,6,7,68,41.7679182718955,-87.6432413061521,"(41.7679182718955, -87.64324130615209)"
2014-08-13 21:52:54.758983,,True,13055,2014-05-20,Completed,2014-05-30,14-00745145,Rodent Baiting/Rat Complaint,1,3,2.0,Dispatch Crew,Inspected and baited,611 E 50TH PL,60615,1181223.48586691,1871667.76519689,4,2,38,41.8030996741305,-87.610892257109,"(41.80309967413053, -87.61089225710901)"
2014-08-13 21:52:54.758983,,True,13277,2014-05-09,Completed,2014-05-27,14-00681318,Rodent Baiting/Rat Complaint,3,1,3.0,Dispatch Crew,Inspected and baited,520 W 46TH ST,60609,1173596.57619828,1874417.17359774,11,9,61,41.810816829978,-87.6387820204273,"(41.81081682997803, -87.63878202042733)"
2014-08-13 21:52:54.758983,,True,13662,2014-07-18,Open - Dup,,14-01147892,Rodent Baiting/Rat Complaint,,,,,,5533 S GREEN ST,60621,1171582.7100203,1868066.72031907,20,7,68,41.7934349416369,-87.64635483208,"(41.793434941636924, -87.64635483207995)"
2014-08-13 21:52:54.758983,,True,14550,2014-06-04,Completed,2014-06-16,14-00841583,Rodent Baiting/Rat Complaint,2,0,2.0,Dispatch Crew,Inspected and baited,5516 S KENWOOD AVE,60637,1186047.8353986,1868596.37839468,5,2,41,41.7945589225358,-87.5932963369604,"(41.7945589225358, -87.59329633696045)"
2014-08-13 21:52:54.758983,,True,15042,2014-05-06,Completed,2014-05-19,14-00659014,Rodent Baiting/Rat Complaint,0,0,0.0,Dispatch Crew,"Area inspected, no cause and no baiting",5608 S PRAIRIE AVE,60637,1178996.4558025,1867895.84256862,20,2,40,41.7928002485768,-87.619174663376,"(41.792800248576825, -87.61917466337596)"
2014-08-13 21:52:54.758983,,True,15015,2014-03-17,Completed,2014-03-24,14-00378816,Rodent Baiting/Rat Complaint,3,4,3.0,Dispatch Crew,"Backyard serviced, contact made",5031 S SHIELDS AVE,60609,1174816.61916692,1871593.56001466,3,9,37,41.8030414175835,-87.6343912670934,"(41.803041417583515, -87.63439126709339)"
2014-08-13 21:52:54.758983,2014-08-22 00:00:00,False,15096,2014-08-03,Open,,14-01258866,Rodent Baiting/Rat Complaint,,,,,,4553 S STATE ST,60609,1177035.46791477,1874871.1999714,3,2,38,41.8119857599327,-87.6261548702423,"(41.8119857599327, -87.62615487024233)"
2014-08-13 21:52:54.758983,,True,15645,2014-02-11,Completed,2014-02-18,14-00196398,Rodent Baiting/Rat Complaint,0,0,0.0,Dispatch Crew,"Area inspected, no cause and no baiting",5200 S HYDE PARK BLVD,60615,1188408.77690999,1870942.5827045,4,2,41,41.8009409750213,-87.5845640134374,"(41.800940975021255, -87.5845640134374)"
2014-08-13 21:52:54.758983,,True,15744,2014-04-06,Completed,2014-04-17,14-00490932,Rodent Baiting/Rat Complaint,1,6,1.0,Dispatch Crew,Inspected and baited,2208 E 68TH ST,60649,1192084.86060554,1860311.82851555,5,3,43,41.7716808022961,-87.5714282844442,"(41.77168080229607, -87.57142828444417)"
2014-08-13 21:52:54.758983,,True,15836,2014-06-25,Completed,2014-07-21,14-00986285,Rodent Baiting/Rat Complaint,2,2,2.0,Dispatch Crew,Inspected and baited,4455 S STEWART AVE,60609,1174423.30999819,1875334.50981415,3,9,37,41.8133157123334,-87.6357223408969,"(41.81331571233337, -87.63572234089692)"
2014-08-13 21:52:54.758983,,True,44688,2014-05-07,Completed,2014-05-21,14-00669577,Rodent Baiting/Rat Complaint,0,4,0.0,Dispatch Crew,"Area inspected, no cause and no baiting",6800 S DR MARTIN LUTHER KING JR DR,60637,1180090.05497893,1860028.12131569,20,3,69,41.771185459482,-87.6154054809676,"(41.77118545948204, -87.61540548096761)"
2014-08-13 21:52:54.758983,,True,44777,2014-05-09,Completed,2014-05-22,14-00679635,Rodent Baiting/Rat Complaint,1,0,1.0,Dispatch Crew,Inspected and baited,6522 S GREEN ST,60621,1171759.05519364,1861601.03147292,16,7,68,41.7756884877839,-87.6458977463298,"(41.775688487783874, -87.6458977463298)"
2014-08-13 21:52:54.758983,,True,44914,2014-03-14,Completed,2014-03-19,14-00363404,Rodent Baiting/Rat Complaint,0,2,1.0,Dispatch Crew,"Area inspected, no cause and no baiting",513 E 47TH ST,60653,1180523.9006777,1873969.54467675,3,2,38,41.8094320578188,-87.6133872219586,"(41.80943205781876, -87.61338722195858)"
2014-08-13 21:52:54.758983,,True,45409,2014-04-22,Completed,2014-05-06,14-00581949,Rodent Baiting/Rat Complaint,4,7,4.0,Dispatch Crew,Inspected and baited,719 W 50TH PL,60609,1172361.5900081,1871385.66000471,3,9,61,41.8025253483516,-87.6434010754841,"(41.80252534835156, -87.64340107548405)"
2014-08-13 21:52:54.758983,,True,46494,2014-06-18,Completed,2014-07-11,14-00934822,Rodent Baiting/Rat Complaint,0,0,0.0,Dispatch Crew,Inspected and baited,5048 S BLACKSTONE AVE,60615,1186776.12001939,1871814.42008122,4,2,39,41.8033722310215,-87.5905238002439,"(41.803372231021534, -87.59052380024391)"
2014-08-13 21:52:54.758983,,True,46680,2014-07-18,Open - Dup,,14-01144461,Rodent Baiting/Rat Complaint,,,,,,4756 S CHAMPLAIN AVE,60615,1181400.35498915,1873619.54652871,4,2,38,41.8084514417814,-87.6101833756896,"(41.80845144178142, -87.6101833756896)"
2014-08-13 21:52:54.758983,,True,46755,2014-08-02,Open,,14-01255878,Rodent Baiting/Rat Complaint,,,,,,6400 S SANGAMON ST,60621,1171075.39486789,1862393.2846061,16,7,68,41.7778774936765,-87.6483808392654,"(41.7778774936765, -87.64838083926543)"
2014-08-13 21:52:54.758983,,True,47346,2014-07-26,Completed,2014-08-06,14-01202101,Rodent Baiting/Rat Complaint,1,1,1.0,Dispatch Crew,Inspected and baited,1102 W GARFIELD BLVD,60609,1169897.90801746,1868335.39439634,16,9,61,41.7942089927295,-87.652525041275,"(41.79420899272945, -87.65252504127496)"
2014-08-13 21:52:54.758983,2014-08-22 00:00:00,False,47553,2014-08-03,Open,,14-01258769,Rodent Baiting/Rat Complaint,,,,,,5501 S LAKE PARK AVE,60637,1187612.0411811,1868831.3185071,5,2,41,41.7951665218394,-87.5875530434898,"(41.795166521839434, -87.58755304348976)"
2014-08-13 21:52:54.758983,,True,47688,2014-06-19,Completed,2014-07-16,14-00944643,Rodent Baiting/Rat Complaint,3,4,3.0,Dispatch Crew,Inspected and baited,4822 S UNION AVE,60609,1172446.79073393,1872812.90433139,11,9,61,41.8064399760054,-87.6430465703356,"(41.806439976005386, -87.64304657033563)"
2014-08-13 21:52:54.758983,,True,47766,2014-02-04,Completed,2014-02-06,14-00162594,Rodent Baiting/Rat Complaint,0,1,1.0,Dispatch Crew,Inspected and baited,5237 S CORNELL AVE,60615,1188055.35779512,1870787.58981246,4,2,41,41.8005241045935,-87.5858650438934,"(41.80052410459346, -87.58586504389345)"
2014-08-13 21:52:54.758983,,True,48106,2014-04-21,Completed,2014-05-08,14-00570924,Rodent Baiting/Rat Complaint,5,4,5.0,Dispatch Crew,"No contact, left door hanger",1259 E 46TH ST,60653,1185392.77671813,1874648.93703212,4,2,39,41.8111830458594,-87.5955078680817,"(41.81118304585939, -87.59550786808171)"
2014-08-13 21:52:54.758983,,True,48203,2014-05-31,Completed - Dup,2014-06-10,14-00816001,Rodent Baiting/Rat Complaint,,,,,,641 W 61ST PL,60621,1173049.05351714,1864111.8739157,16,7,68,41.7825501304818,-87.6410946591661,"(41.78255013048176, -87.6410946591661)"
2014-08-13 21:52:54.758983,,True,48386,2014-06-25,Completed,2014-08-06,14-00985173,Rodent Baiting/Rat Complaint,1,3,1.0,Dispatch Crew,Inspected and baited,6247 S MORGAN ST,60621,1170716.37133412,1863393.08677824,16,7,68,41.7806289089601,-87.6496678859305,"(41.78062890896012, -87.64966788593048)"
2014-08-13 21:52:54.758983,,True,76694,2014-06-17,Completed,2014-07-24,14-00927944,Rodent Baiting/Rat Complaint,0,4,0.0,Dispatch Crew,Inspected and baited,6816 S CARPENTER ST,60621,1170488.62038668,1859617.02441927,17,7,68,41.7702719037746,-87.6506127633763,"(41.77027190377465, -87.65061276337632)"
2014-08-13 21:52:54.758983,,True,77063,2014-04-07,Completed,2014-04-21,14-00496347,Rodent Baiting/Rat Complaint,1,2,1.0,Dispatch Crew,Inspected and baited,256 W 60TH PL,60621,1175495.92008593,1864847.39000386,20,7,68,41.7845140590195,-87.6321017847646,"(41.784514059019465, -87.63210178476456)"
2014-08-13 21:52:54.758983,,True,77417,2014-02-25,Completed,2014-02-27,14-00266940,Rodent Baiting/Rat Complaint,2,4,2.0,Dispatch Crew,"Backyard serviced, contact made",5943 S NORMAL BLVD,60621,1173979.3831802,1865498.41319726,20,7,68,41.7863343421888,-87.6376426827522,"(41.78633434218876, -87.63764268275224)"
2014-08-13 21:52:54.758983,,True,77877,2014-04-09,Completed,2014-04-24,14-00513414,Rodent Baiting/Rat Complaint,0,6,0.0,Dispatch Crew,"Area inspected, no baiting, owner responsibility",625 W 60TH ST,60621,1173058.92012922,1864877.23718585,20,7,68,41.7846501545547,-87.6410358927904,"(41.78465015455468, -87.64103589279036)"
2014-08-13 21:52:54.758983,,True,77986,2014-06-26,Completed,2014-07-23,14-00989805,Rodent Baiting/Rat Complaint,0,10,0.0,Dispatch Crew,"Area inspected, no cause and no baiting",5658 S MAY ST,60621,1169617.21297031,1867271.87872522,16,7,68,41.7912966797173,-87.6535851724637,"(41.79129667971729, -87.65358517246375)"
2014-08-13 21:52:54.758983,,True,78349,2014-04-16,Completed,2014-04-28,14-00551708,Rodent Baiting/Rat Complaint,4,6,8.0,Dispatch Crew,Inspected and baited,6928 S GREEN ST,60621,1171830.83880447,1858910.94971189,17,7,68,41.7683050067781,-87.6457134406676,"(41.768305006778085, -87.64571344066758)"
2014-08-13 21:52:54.758983,,True,79731,2014-05-24,Completed,2014-06-02,14-00776837,Rodent Baiting/Rat Complaint,0,5,0.0,Dispatch Crew,"Area inspected, no cause and no baiting",6850 S CHAMPLAIN AVE,60637,1181737.24928895,1860069.78047392,6,3,42,41.7712618862604,-87.6093662271533,"(41.77126188626039, -87.6093662271533)"
2014-08-13 21:52:54.758983,,True,80235,2014-02-28,Completed,2014-03-06,14-00291402,Rodent Baiting/Rat Complaint,0,2,0.0,Dispatch Crew,"Area inspected, no cause and no baiting",5326 S HARPER AVE,60615,1187182.38999429,1870282.71037125,4,2,41,41.7991594654887,-87.5890824756666,"(41.79915946548874, -87.58908247566661)"
2014-08-13 21:52:54.758983,,True,108362,2014-04-01,Completed,2014-04-09,14-00464660,Rodent Baiting/Rat Complaint,0,4,0.0,Dispatch Crew,"Area inspected, no cause and no baiting",5800 S CARPENTER ST,60621,1170304.01370574,1866352.42153074,16,7,68,41.788758655318,-87.6510935755732,"(41.78875865531798, -87.65109357557321)"
2014-08-13 21:52:54.758983,,True,108391,2014-04-10,Completed,2014-04-25,14-00523412,Rodent Baiting/Rat Complaint,2,7,2.0,Dispatch Crew,Inspected and baited,339 W GARFIELD BLVD,60621,1174826.40999039,1868348.72001524,3,7,68,41.7941370326495,-87.6344521136689,"(41.79413703264952, -87.63445211366889)"
2014-08-13 21:52:54.758983,,True,108493,2014-07-19,Completed,2014-08-04,14-01154878,Rodent Baiting/Rat Complaint,0,0,0.0,Dispatch Crew,Inspected and baited,1413 E ROCHDALE PL,60615,1186526.94473126,1869069.46869794,4,2,41,41.7958457871012,-87.5915245096438,"(41.79584578710117, -87.59152450964378)"
2014-08-13 21:52:54.758983,,True,108760,2014-03-17,Completed,2014-03-20,14-00376184,Rodent Baiting/Rat Complaint,0,3,0.0,Dispatch Crew,"Area inspected, no cause and no baiting",5617 S WOODLAWN AVE,60637,1185181.20637119,1868004.35770606,5,2,41,41.7929547985447,-87.5964928093207,"(41.79295479854471, -87.59649280932074)"
2014-08-13 21:52:54.758983,,True,108985,2014-05-02,Completed,2014-05-16,14-00638978,Rodent Baiting/Rat Complaint,0,0,0.0,Dispatch Crew,"Backyard serviced, contact made",6307 S NORMAL BLVD,60621,1174036.03678849,1863055.33312201,20,7,68,41.779629004643,-87.6375074505552,"(41.779629004642956, -87.63750745055525)"
2014-08-13 21:52:54.758983,,True,109158,2014-08-07,Open,,14-01290905,Rodent Baiting/Rat Complaint,,,,,,6541 S HARVARD AVE,60621,1175189.66661388,1861629.05279821,20,7,68,41.7756894408432,-87.6333206842872,"(41.77568944084315, -87.63332068428724)"
2014-08-13 21:52:54.758983,,True,109349,2014-04-15,Completed,2014-05-05,14-00542212,Rodent Baiting/Rat Complaint,0,0,0.0,Dispatch Crew,"Area inspected, no cause and no baiting",2137 E 67TH ST,60649,1191722.0298886,1860967.39367537,5,3,43,41.7734885349531,-87.5727370257744,"(41.77348853495309, -87.57273702577439)"
2014-08-13 21:52:54.758983,,True,109352,2014-03-24,Completed,2014-04-01,14-00418015,Rodent Baiting/Rat Complaint,2,8,4.0,Dispatch Crew,Inspected and baited,6136 S MORGAN ST,60621,1170696.3308323,1864130.10607533,16,7,68,41.7826518135775,-87.6497198763438,"(41.782651813577544, -87.6497198763438)"
2014-08-13 21:52:54.758983,,True,109417,2014-04-21,Completed,2014-05-06,14-00572677,Rodent Baiting/Rat Complaint,1,4,1.0,Dispatch Crew,Inspected and baited,601 W 51ST ST,60609,1173165.73167239,1871081.69000976,3,9,61,41.8016734732445,-87.6404609386814,"(41.80167347324454, -87.6404609386814)"
2014-08-13 21:52:54.758983,,True,109418,2014-05-13,Completed,2014-05-28,14-00702098,Rodent Baiting/Rat Complaint,1,10,1.0,Dispatch Crew,Inspected and baited,6823 S MORGAN ST,60621,1170821.15099024,1859579.07706803,17,7,68,41.7701605216759,-87.6493949499023,"(41.77016052167592, -87.64939494990234)"
2014-08-13 21:52:54.758983,,True,109810,2014-07-11,Completed,2014-07-23,14-01096848,Rodent Baiting/Rat Complaint,0,9,0.0,Dispatch Crew,"Area inspected, no cause and no baiting",5210 S MORGAN ST,60609,1170529.7794132,1870271.7250277,16,9,61,41.7995087424057,-87.6501515696192,"(41.79950874240572, -87.65015156961918)"
2014-08-13 21:52:54.758983,,True,109886,2014-03-24,Completed - Dup,2014-04-01,14-00421571,Rodent Baiting/Rat Complaint,,,,,,416 W 57TH ST,60621,1174449.17119764,1867139.50058672,3,7,68,41.7908272160583,-87.6358713973951,"(41.79082721605829, -87.63587139739506)"
2014-08-13 21:52:54.758983,,True,110156,2014-06-05,Completed,2014-06-16,14-00850605,Rodent Baiting/Rat Complaint,2,6,2.0,Dispatch Crew,Inspected and baited,6454 S ABERDEEN ST,60621,1170091.60849554,1862005.11409576,16,7,68,41.7768337532059,-87.6519986947592,"(41.776833753205935, -87.65199869475917)"
2014-08-13 21:52:54.758983,,True,110316,2014-04-21,Completed,2014-05-07,14-00575411,Rodent Baiting/Rat Complaint,0,1,0.0,Dispatch Crew,"Area inspected, no baiting, owner responsibility",6360 S MINERVA AVE,60637,1185297.86457384,1862891.23477061,20,3,42,41.7789212183938,-87.5962257784542,"(41.77892121839377, -87.59622577845417)"
2014-08-13 21:52:54.758983,,True,110446,2014-06-12,Completed,2014-07-14,14-00894205,Rodent Baiting/Rat Complaint,0,6,0.0,Dispatch Crew,"Area inspected, no cause and no baiting",5344 S MICHIGAN AVE,60615,1178065.78020239,1869567.58261509,3,2,40,41.7974088268232,-87.622536623053,"(41.797408826823215, -87.62253662305301)"
