start_date,end_date,current_flag,dataset_row_id,id,case_number,date,block,iucr,primary_type,description,location_description,arrest,domestic,beat,district,ward,community_area,fbi_code,x_coordinate,y_coordinate,year,updated_on,latitude,longitude
54:18.6,,TRUE,1032129,9725310,HX375112,8/2/14 0:01,013XX W 31ST PL,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,RESIDENCE,FALSE,TRUE,913,9,11,60,26,1167942,1883941,2014,8/9/14 12:36,41.83707472,-87.65924837
54:18.6,,TRUE,1032412,9738548,HX388395,8/14/14 22:30,0000X W KINZIE ST,890,THEFT,FROM BUILDING,RESTAURANT,FALSE,FALSE,1831,18,42,8,6,1175766,1902969,2014,8/21/14 12:36,41.88911675,-87.62996705
54:18.6,,TRUE,1032679,9741794,HX392188,8/17/14 22:00,054XX N LINCOLN AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,STREET,FALSE,FALSE,2011,20,40,4,14,1158462,1936057,2014,8/24/14 12:37,41.9802841,-87.69260598
54:18.6,,TRUE,1032915,9732628,HX382825,8/10/14 17:00,008XX N LAKE SHORE DR,1345,CRIMINAL DAMAGE,TO CITY OF CHICAGO PROPERTY,PARK PROPERTY,FALSE,FALSE,1833,18,42,8,14,1179172,1905893,2014,8/17/14 12:37,41.89706304,-87.61736942
54:18.6,,TRUE,1033353,9721402,HX370494,8/2/14 4:45,009XX W MONTANA ST,1310,CRIMINAL DAMAGE,TO PROPERTY,OTHER,FALSE,FALSE,1932,19,43,7,14,1169934,1916465,2014,8/9/14 12:36,41.92627973,-87.65099004
54:18.6,,TRUE,1034318,9721154,HX371100,8/2/14 15:00,063XX S KEDZIE AVE,860,THEFT,RETAIL THEFT,DRUG STORE,FALSE,FALSE,823,8,15,66,6,1156183,1862470,2014,8/9/14 12:36,41.77840055,-87.70297501
54:18.6,,TRUE,1034999,9738525,HX388402,8/15/14 10:26,052XX W MADISON ST,1330,CRIMINAL TRESPASS,TO LAND,DRUG STORE,TRUE,FALSE,1522,15,28,25,26,1141448,1899562,2014,8/22/14 12:36,41.88047029,-87.75608148
54:18.6,,TRUE,1036245,9732282,HX382524,8/11/14 0:31,047XX W JACKSON BLVD,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,VEHICLE NON-COMMERCIAL,TRUE,FALSE,1131,11,24,25,18,1144578,1898221,2014,8/18/14 12:38,41.87673207,-87.74462206
54:18.6,,TRUE,1036383,9726992,HX376629,8/6/14 15:05,016XX S ST LOUIS AVE,2024,NARCOTICS,POSS: HEROIN(WHITE),SIDEWALK,TRUE,FALSE,1021,10,24,29,18,1153344,1891663,2014,8/13/14 12:36,41.85856669,-87.71260991
54:18.6,,TRUE,1036427,9720337,HX370086,8/1/14 20:54,0000X W 47TH ST,460,BATTERY,SIMPLE,PARK PROPERTY,FALSE,FALSE,224,2,3,38,08B,1176599,1873814,2014,8/8/14 12:34,41.80909455,-87.62778765
54:18.6,,TRUE,1037545,9738421,HX388233,8/14/14 11:50,066XX S RHODES AVE,497,BATTERY,AGGRAVATED DOMESTIC BATTERY: OTHER DANG WEAPON,STREET,FALSE,TRUE,321,3,20,42,04B,1181009,1860809,2014,8/21/14 12:36,41.77330717,-87.61201298
54:18.6,,TRUE,1039050,9741254,HX391622,8/17/14 20:00,006XX E GRAND AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,OTHER,FALSE,FALSE,1834,18,42,8,08B,1180773,1904096,2014,8/24/14 12:37,41.89209519,-87.6115448
54:18.6,,TRUE,1040493,9735003,HX385118,8/12/14 20:50,007XX N CHRISTIANA AVE,820,THEFT,$500 AND UNDER,RESIDENCE,FALSE,TRUE,1121,11,27,23,6,1153950,1904736,2014,8/19/14 12:37,41.89442833,-87.71003701
54:18.6,,TRUE,3832264,9730162,HX379771,8/8/14 21:22,032XX W 82ND ST,2021,NARCOTICS,POSS: BARBITUATES,STREET,TRUE,FALSE,834,8,18,70,18,1155903,1850078,2014,8/15/14 12:34,41.74440058,-87.7043337
54:18.6,,TRUE,3832376,9740469,HX390701,8/17/14 0:32,061XX S MORGAN ST,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,FALSE,TRUE,712,7,16,68,14,1170660,1863993,2014,8/24/14 12:37,41.78227637,-87.64985707
54:18.6,,TRUE,3832789,9723847,HX373828,8/4/14 15:15,056XX S WOLCOTT AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE PORCH/HALLWAY,FALSE,TRUE,715,7,15,67,14,1164698,1866993,2014,8/11/14 12:39,41.79063672,-87.6716308
54:18.6,,TRUE,3832831,9736122,HX386221,8/13/14 13:46,045XX N MEADE AVE,051A,ASSAULT,AGGRAVATED: HANDGUN,RESIDENCE,FALSE,FALSE,1622,16,38,15,04A,1134907,1929455,2014,8/20/14 12:42,41.96261841,-87.77939075
54:18.6,,TRUE,3833040,9740900,HX391193,8/17/14 4:00,061XX N SHERIDAN RD,810,THEFT,OVER $500,STREET,FALSE,FALSE,2433,24,48,77,6,1168468,1941182,2014,8/24/14 12:37,41.99413594,-87.6556586
54:18.6,,TRUE,3833429,9726440,HX376021,8/6/14 7:55,020XX S HALSTED ST,483,BATTERY,AGG PRO.EMP: OTHER DANG WEAPON,STREET,FALSE,FALSE,1235,12,25,31,04B,1171309,1890423,2014,8/13/14 12:36,41.8547887,-87.64670334
54:18.6,,TRUE,3833430,9720167,HX369941,8/1/14 18:30,058XX S ARTESIAN AVE,820,THEFT,$500 AND UNDER,SIDEWALK,TRUE,FALSE,824,8,16,63,6,1161078,1865817,2014,8/8/14 12:34,41.78748531,-87.68493702
54:18.6,,TRUE,3833462,9730574,HX380147,8/9/14 6:50,049XX W AUGUSTA BLVD,320,ROBBERY,STRONGARM - NO WEAPON,ALLEY,FALSE,TRUE,1531,15,37,25,3,1143370,1906240,2014,8/16/14 12:37,41.89875982,-87.74885697
54:18.6,,TRUE,3833463,9721038,HX370969,8/1/14 16:00,013XX E HYDE PARK BLVD,820,THEFT,$500 AND UNDER,APARTMENT,FALSE,FALSE,222,2,4,39,6,1186372,1871504,2014,8/8/14 12:34,41.80252999,-87.5920157
54:18.6,,TRUE,3833501,9734711,HX380956,8/9/14 19:30,059XX W ROOSEVELT RD,5011,OTHER OFFENSE,LICENSE VIOLATION,SMALL RETAIL STORE,FALSE,FALSE,1513,15,29,25,26,1136746,1894104,2014,8/16/14 12:37,41.86557827,-87.77347776
54:18.6,,TRUE,3833570,9720954,HX370827,8/1/14 22:00,080XX S RICHMOND ST,820,THEFT,$500 AND UNDER,STREET,FALSE,FALSE,835,8,18,70,6,1158078,1850834,2014,8/8/14 12:34,41.74643126,-87.69634367
54:18.6,,TRUE,3833687,9739117,HX387668,8/14/14 17:55,007XX N SACRAMENTO BLVD,930,MOTOR VEHICLE THEFT,THEFT/RECOVERY: AUTOMOBILE,OTHER,FALSE,TRUE,1221,12,27,23,7,1156138,1904540,2014,8/21/14 12:36,41.89384659,-87.7020064
54:18.6,,TRUE,3833757,9734905,HX385067,8/12/14 19:21,079XX S ESCANABA AVE,4625,OTHER OFFENSE,PAROLE VIOLATION,SIDEWALK,TRUE,FALSE,422,4,7,46,26,1196921,1852824,2014,8/19/14 12:37,41.75101476,-87.55394965
54:18.6,,TRUE,3834216,9723183,HX373441,8/3/14 23:00,057XX S MERRIMAC AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,FALSE,FALSE,811,8,23,56,14,1135748,1865611,2014,8/10/14 12:34,41.78740666,-87.77781787
54:18.6,,TRUE,3834442,9738418,HX388286,8/15/14 0:00,008XX W GEORGE ST,820,THEFT,$500 AND UNDER,STREET,FALSE,FALSE,1933,19,44,6,6,1170309,1919517,2014,8/22/14 12:36,41.93464636,-87.64952266
54:18.6,,TRUE,3834866,9722366,HX372717,8/3/14 18:35,086XX S WESTERN AVE,560,ASSAULT,SIMPLE,FOREST PRESERVE,FALSE,TRUE,614,6,18,70,08A,1161912,1847200,2014,8/10/14 12:34,41.73638026,-87.68239563
54:18.6,,TRUE,3834986,9731120,HX381053,8/9/14 20:30,049XX W POTOMAC AVE,2024,NARCOTICS,POSS: HEROIN(WHITE),STREET,TRUE,FALSE,2533,25,37,25,18,1143341,1908240,2014,8/16/14 12:37,41.90424858,-87.74891344
54:18.6,,TRUE,3835283,9739008,HX388690,8/15/14 13:15,069XX S ASHLAND AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,FALSE,TRUE,734,7,17,67,08B,1166916,1858805,2014,8/22/14 12:36,41.76812068,-87.66373171
54:18.6,,TRUE,3835562,9735689,HX385645,8/13/14 10:30,080XX S DOBSON AVE,4387,OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,APARTMENT,FALSE,TRUE,631,6,8,44,26,1184580,1851920,2014,8/20/14 12:42,41.74883196,-87.59920077
54:18.6,,TRUE,3836041,9736617,HX386681,8/14/14 0:20,070XX S PRINCETON AVE,051A,ASSAULT,AGGRAVATED: HANDGUN,APARTMENT,FALSE,TRUE,731,7,6,69,04A,1175561,1857915,2014,8/21/14 12:36,41.76548936,-87.63207043
54:18.6,,TRUE,3836342,9742770,HX392999,8/16/14 18:00,053XX N BROADWAY,860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,FALSE,FALSE,2013,20,48,77,6,1167314,1935411,2014,8/23/14 12:37,41.97832515,-87.66007035
54:18.6,,TRUE,3837007,9737263,HX387153,8/14/14 11:15,039XX W VAN BUREN ST,2022,NARCOTICS,POSS: COCAINE,RESIDENTIAL YARD (FRONT/BACK),TRUE,FALSE,1132,11,24,26,18,1150357,1897697,2014,8/21/14 12:36,41.87518343,-87.72341686
54:18.6,,TRUE,3837024,9746205,HX389856,8/16/14 11:05,020XX N MILWAUKEE AVE,820,THEFT,$500 AND UNDER,DRUG STORE,FALSE,FALSE,1431,14,1,22,6,1159732,1913254,2014,8/23/14 12:37,41.91768518,-87.68856625
54:18.6,,TRUE,3838364,9720863,HX370706,8/1/14 22:00,003XX E 76TH ST,910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,FALSE,FALSE,623,6,6,69,7,1179479,1854644,2014,8/8/14 12:34,41.75642483,-87.61780954
54:18.6,,TRUE,3838823,9735152,HX385347,8/13/14 3:00,025XX S MICHIGAN AVE,560,ASSAULT,SIMPLE,HOTEL/MOTEL,FALSE,FALSE,133,1,2,33,08A,1177691,1887530,2014,8/20/14 12:42,41.84670768,-87.62336669
54:18.6,,TRUE,3839109,9731669,HX381744,8/10/14 11:55,080XX S STEWART AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,RESIDENTIAL YARD (FRONT/BACK),TRUE,FALSE,623,6,17,44,18,1175066,1851512,2014,8/17/14 12:37,41.74792982,-87.63407552
54:18.6,,TRUE,3839328,9720450,HX370069,8/1/14 20:38,013XX N SEDGWICK ST,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,VEHICLE NON-COMMERCIAL,TRUE,FALSE,1821,18,27,8,18,1173377,1908940,2014,8/8/14 12:34,41.9055549,-87.63856275
54:18.6,,TRUE,3840385,9731202,HX381127,8/9/14 21:30,044XX S CALIFORNIA AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,TRUE,TRUE,922,9,12,58,08B,1158400,1875167,2014,8/16/14 12:37,41.81319795,-87.69450138
54:18.6,,TRUE,3840451,9726429,HX376170,8/6/14 9:00,049XX S DAMEN AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,FALSE,FALSE,931,9,16,61,14,1163903,1871644,2014,8/13/14 12:36,41.80341639,-87.67441515
54:18.6,,TRUE,3841377,9736199,HX386191,8/13/14 16:27,001XX S CALIFORNIA AVE,1365,CRIMINAL TRESPASS,TO RESIDENCE,RESIDENCE PORCH/HALLWAY,TRUE,FALSE,1124,11,2,27,26,1157705,1899355,2014,8/20/14 12:42,41.87958669,-87.69639266
54:18.6,,TRUE,3842799,9724206,HX374397,8/4/14 21:15,031XX S GREEN ST,1330,CRIMINAL TRESPASS,TO LAND,CHA PARKING LOT/GROUNDS,TRUE,FALSE,913,9,11,60,26,1171028,1884253,2014,8/11/14 12:39,41.83786386,-87.64791547
54:18.6,,TRUE,3842834,9728737,HX378432,8/7/14 22:00,012XX N LONG AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,FALSE,TRUE,2532,25,37,25,08B,1140096,1907722,2014,8/14/14 12:38,41.90288718,-87.76084605
54:18.6,,TRUE,1041297,9736279,HX386307,8/13/14 17:58,026XX N CANNON DR,5002,OTHER OFFENSE,OTHER VEHICLE OFFENSE,STREET,TRUE,FALSE,1935,19,43,7,26,1173923,1917762,2014,8/20/14 12:42,41.92975071,-87.63629374
54:18.6,,TRUE,1041339,9741301,HX391761,8/17/14 21:00,026XX S KEDZIE AVE,820,THEFT,$500 AND UNDER,RESTAURANT,FALSE,FALSE,1033,10,12,30,6,1155487,1886420,2014,8/24/14 12:37,41.84413652,-87.70488452
54:18.6,,TRUE,1041633,9740925,HX391260,8/17/14 0:01,010XX W 32ND ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,FALSE,FALSE,913,9,11,60,14,1169695,1883655,2014,8/24/14 12:37,41.83625198,-87.65282422
54:18.6,,TRUE,1041861,9723362,HX372246,8/3/14 10:30,046XX S ALBANY AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,FALSE,TRUE,922,9,14,58,08B,1156446,1873639,2014,8/10/14 12:34,41.80904456,-87.70170998
54:18.6,,TRUE,1041898,9724361,HX374552,8/5/14 5:00,018XX S FARRAR DR,326,ROBBERY,AGGRAVATED VEHICULAR HIJACKING,PARK PROPERTY,FALSE,FALSE,1022,10,12,29,3,1157466,1890757,2014,8/12/14 12:35,41.85599776,-87.69750407
54:18.6,,TRUE,1042102,9743410,HX393671,8/16/14 11:00,018XX N HALSTED ST,620,BURGLARY,UNLAWFUL ENTRY,RESIDENCE-GARAGE,FALSE,FALSE,1813,18,43,7,5,1170629,1912545,2014,8/23/14 12:37,41.91550785,-87.64855128
54:18.6,,TRUE,1042645,9719138,HX368970,8/1/14 3:40,029XX W 66TH ST,620,BURGLARY,UNLAWFUL ENTRY,APARTMENT,FALSE,FALSE,831,8,15,66,5,1158107,1860697,2014,8/8/14 12:34,41.77349626,-87.69596963
54:18.6,,TRUE,1043206,9740676,HX391029,8/16/14 22:00,028XX W WARREN BLVD,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,FALSE,FALSE,1222,12,2,27,14,1157405,1900185,2014,8/23/14 12:37,41.88187039,-87.69747164
54:18.6,,TRUE,1043339,9731408,HX381419,8/10/14 3:15,033XX W CULLOM AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,TRUE,TRUE,1724,17,33,16,08B,1153437,1928428,2014,8/17/14 12:37,41.95945132,-87.71128987
54:18.6,,TRUE,1043526,9727248,HX377003,8/6/14 19:45,019XX W 33RD ST,460,BATTERY,SIMPLE,PARKING LOT/GARAGE(NON.RESID.),TRUE,FALSE,912,9,11,59,08B,1163769,1882842,2014,8/13/14 12:36,41.83414779,-87.67459175
54:18.6,,TRUE,1043763,9723480,HX373610,8/3/14 23:15,008XX E 89TH ST,910,MOTOR VEHICLE THEFT,AUTOMOBILE,RESIDENTIAL YARD (FRONT/BACK),FALSE,FALSE,632,6,8,44,7,1183377,1846185,2014,8/10/14 12:34,41.73312257,-87.60378712
54:18.6,,TRUE,1044711,9721464,HX371531,8/2/14 21:08,014XX W 73RD PL,486,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,TRUE,TRUE,734,7,17,67,08B,1167492,1855952,2014,8/9/14 12:36,41.76027934,-87.66170205
54:18.6,,TRUE,1044990,9722396,HX372809,8/3/14 4:00,028XX S SPRINGFIELD AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,FALSE,FALSE,1031,10,22,30,14,1150880,1884719,2014,8/10/14 12:34,41.83956002,-87.72183596
54:18.6,,TRUE,1045022,9723662,HX373558,8/4/14 10:30,056XX S LAFLIN ST,820,THEFT,$500 AND UNDER,RESIDENCE,FALSE,FALSE,713,7,16,67,6,1167255,1867495,2014,8/11/14 12:39,41.79195988,-87.66224053
54:18.6,,TRUE,1045030,9730364,HX379989,8/9/14 0:30,027XX N MILDRED AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,FALSE,TRUE,1935,19,43,7,08B,1169757,1918673,2014,8/16/14 12:37,41.93234245,-87.65157592
54:18.6,,TRUE,1045156,9733586,HX383679,8/11/14 13:00,073XX S OGLESBY AVE,820,THEFT,$500 AND UNDER,STREET,FALSE,FALSE,334,3,7,43,6,1193105,1856856,2014,8/18/14 12:38,41.76217289,-87.56780161
54:18.6,,TRUE,1046646,9720884,HX370607,8/1/14 8:00,031XX S MICHIGAN AVE,1130,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,SIDEWALK,FALSE,FALSE,211,2,3,35,11,1177657,1884413,2014,8/8/14 12:34,41.83815518,-87.623586
54:18.6,,TRUE,1046940,9720133,HX369755,8/1/14 15:00,072XX S WINCHESTER AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,FALSE,TRUE,735,7,17,67,08B,1164653,1856490,2014,8/8/14 12:34,41.76181604,-87.67209192
54:18.6,,TRUE,1047938,9722126,HX372193,8/2/14 15:00,056XX W WASHINGTON BLVD,620,BURGLARY,UNLAWFUL ENTRY,APARTMENT,FALSE,FALSE,1513,15,29,25,5,1138523,1900138,2014,8/9/14 12:36,41.88210439,-87.76680799
54:18.6,,TRUE,1048060,9737633,HX387309,8/9/14 20:00,038XX W HURON ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,FALSE,FALSE,1122,11,27,23,14,1150503,1904356,2014,8/16/14 12:37,41.89345359,-87.72270683
54:18.6,,TRUE,1050336,9722221,HX372424,8/3/14 14:20,057XX S DR MARTIN LUTHER KING JR DR,460,BATTERY,SIMPLE,RESIDENCE PORCH/HALLWAY,FALSE,FALSE,232,2,20,40,08B,1179870,1866804,2014,8/10/14 12:34,41.78978417,-87.61600492
54:18.6,,TRUE,1050704,9738045,HX387819,8/14/14 17:30,022XX N HAMLIN AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,ALLEY,FALSE,TRUE,2525,25,35,22,14,1150644,1914386,2014,8/21/14 12:36,41.92097412,-87.72192642
54:18.6,,TRUE,1051404,9734773,HX384952,8/10/14 23:00,035XX N HALSTED ST,820,THEFT,$500 AND UNDER,TAVERN/LIQUOR STORE,FALSE,FALSE,1925,19,46,6,6,1170342,1923493,2014,8/17/14 12:37,41.94555595,-87.64928479
54:18.6,,TRUE,3845248,9738545,HX388407,8/15/14 10:30,039XX W VAN BUREN ST,2024,NARCOTICS,POSS: HEROIN(WHITE),ALLEY,TRUE,FALSE,1132,11,24,26,18,1150374,1897778,2014,8/22/14 12:36,41.87540537,-87.72335233
54:18.6,,TRUE,3845723,9736285,HX386329,8/13/14 18:27,046XX W IRVING PARK RD,860,THEFT,RETAIL THEFT,DEPARTMENT STORE,TRUE,FALSE,1722,17,45,15,6,1144772,1926228,2014,8/20/14 12:42,41.95358252,-87.74320217
54:18.6,,TRUE,3845992,9731056,HX377115,8/6/14 10:00,076XX S KINGSTON AVE,610,BURGLARY,FORCIBLE ENTRY,APARTMENT,FALSE,FALSE,421,4,7,43,5,1194478,1854832,2014,8/13/14 12:36,41.75658524,-87.56283593
54:18.6,,TRUE,3846260,9727379,HX377150,8/6/14 21:52,038XX S MICHIGAN AVE,1570,SEX OFFENSE,PUBLIC INDECENCY,RESIDENCE PORCH/HALLWAY,TRUE,FALSE,213,2,3,35,17,1177787,1879623,2014,8/13/14 12:36,41.8250081,-87.62325426
54:18.6,,TRUE,3846385,9731089,HX381009,8/9/14 19:50,028XX W PERSHING RD,560,ASSAULT,SIMPLE,RESIDENTIAL YARD (FRONT/BACK),FALSE,FALSE,911,9,12,58,08A,1157938,1878687,2014,8/16/14 12:37,41.82286669,-87.69610028
54:18.6,,TRUE,3848228,9730987,HX380742,8/8/14 18:00,097XX S JEFFERY AVE,460,BATTERY,SIMPLE,STREET,FALSE,FALSE,431,4,7,51,08B,1191169,1840976,2014,8/15/14 12:34,41.71864377,-87.57540977
54:18.6,,TRUE,3848318,9736845,HX386856,8/10/14 2:00,062XX S ASHLAND AVE,810,THEFT,OVER $500,OTHER,FALSE,FALSE,714,7,16,67,6,1166696,1863537,2014,8/17/14 12:37,41.78111059,-87.6644032
54:18.6,,TRUE,3848361,9732142,HX382347,8/10/14 20:40,032XX E 88TH ST,2025,NARCOTICS,POSS: HALLUCINOGENS,STREET,TRUE,FALSE,424,4,10,46,18,1199403,1847285,2014,8/17/14 12:37,41.73575329,-87.54504053
54:18.6,,TRUE,3849589,9725045,HX374677,8/4/14 22:00,034XX S LITUANICA AVE,460,BATTERY,SIMPLE,RESIDENCE,FALSE,FALSE,913,9,11,60,08B,1170833,1881898,2014,8/11/14 12:39,41.83140579,-87.64869989
54:18.6,,TRUE,3849639,9728810,HX377164,8/6/14 21:30,017XX N KOSTNER AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,FALSE,TRUE,2533,25,31,23,08B,1146751,1911003,2014,8/13/14 12:36,41.91176611,-87.73631683
54:18.6,,TRUE,3850018,9740710,HX390999,8/16/14 20:30,021XX N HOYNE AVE,820,THEFT,$500 AND UNDER,STREET,FALSE,FALSE,1432,14,32,22,6,1162036,1914522,2014,8/23/14 12:37,41.92111681,-87.68006579
54:18.6,,TRUE,3850311,9731998,HX382205,8/10/14 18:50,014XX W 63RD ST,1812,NARCOTICS,POSS: CANNABIS MORE THAN 30GMS,POLICE FACILITY/VEH PARKING LOT,TRUE,FALSE,713,7,16,67,18,1167650,1863005,2014,8/17/14 12:37,41.7796303,-87.66092089
54:18.6,,TRUE,3850595,9723716,HX373814,8/4/14 14:11,057XX S THROOP ST,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,VACANT LOT/LAND,TRUE,FALSE,713,7,16,67,18,1168682,1866558,2014,8/11/14 12:39,41.78935795,-87.65703499
54:18.6,,TRUE,3851703,9727357,HX377147,8/6/14 22:06,026XX N KIMBALL AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,RESIDENCE PORCH/HALLWAY,TRUE,FALSE,1412,14,35,22,18,1153295,1917685,2014,8/13/14 12:36,41.92997457,-87.71209818
54:18.6,,TRUE,3851930,9736302,HX386394,8/13/14 19:18,010XX W ARGYLE ST,2022,NARCOTICS,POSS: COCAINE,SIDEWALK,TRUE,FALSE,2024,20,48,3,18,1168077,1933618,2014,8/20/14 12:42,41.97338862,-87.65731646
54:18.6,,TRUE,3852271,9730842,HX380610,8/9/14 14:15,048XX W JACKSON BLVD,486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,TRUE,TRUE,1533,15,28,25,08B,1144284,1898275,2014,8/16/14 12:37,41.87688579,-87.74570019
54:18.6,,TRUE,3852297,9723140,HX373428,8/4/14 9:51,079XX S LOOMIS BLVD,1365,CRIMINAL TRESPASS,TO RESIDENCE,RESIDENCE,TRUE,FALSE,612,6,21,71,26,1168338,1852045,2014,8/11/14 12:39,41.74953984,-87.65871373
54:18.6,,TRUE,3852360,9732793,HX382900,8/11/14 7:45,011XX E 46TH ST,820,THEFT,$500 AND UNDER,"SCHOOL, PUBLIC, GROUNDS",FALSE,FALSE,222,2,4,39,6,1184589,1874697,2014,8/18/14 12:38,41.81133383,-87.59845451
54:18.6,,TRUE,3853072,9725343,HX375141,8/5/14 14:07,047XX S HALSTED ST,860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,TRUE,FALSE,933,9,3,61,6,1171722,1873656,2014,8/12/14 12:35,41.80876946,-87.6456801
54:18.6,,TRUE,1052694,9730280,HX379892,8/8/14 23:30,024XX S ASHLAND AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,TRUE,FALSE,1235,12,25,31,18,1166126,1887758,2014,8/15/14 12:34,41.84758785,-87.66580315
54:18.6,,TRUE,1052756,9728455,HX378070,8/7/14 17:03,068XX S EAST END AVE,1330,CRIMINAL TRESPASS,TO LAND,STREET,TRUE,FALSE,332,3,5,43,26,1188670,1860156,2014,8/14/14 12:38,41.77133553,-87.58395081
54:18.6,,TRUE,1052779,9724275,HX374487,8/4/14 20:30,066XX S HONORE ST,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,FALSE,FALSE,726,7,15,67,14,1165120,1860533,2014,8/11/14 12:39,41.77290072,-87.67026608
54:18.6,,TRUE,1052846,9741401,HX391920,8/17/14 23:10,055XX W NORTH AVE,430,BATTERY,AGGRAVATED: OTHER DANG WEAPON,SIDEWALK,FALSE,FALSE,2532,25,37,25,04B,1138990,1910124,2014,8/24/14 12:37,41.90949873,-87.76485018
54:18.6,,TRUE,1052974,9735568,HX385601,8/12/14 13:00,090XX S COMMERCIAL AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,OTHER,FALSE,TRUE,423,4,10,46,08B,1197680,1845376,2014,8/19/14 12:37,41.73055797,-87.55141635
54:18.6,,TRUE,1053269,9741002,HX391414,8/17/14 15:35,048XX W SUPERIOR ST,2014,NARCOTICS,MANU/DELIVER: HEROIN (WHITE),ALLEY,TRUE,FALSE,1531,15,28,25,18,1144081,1904488,2014,8/24/14 12:37,41.89393881,-87.7462895
54:18.6,,TRUE,1053352,9728951,HX378638,8/8/14 2:43,078XX S CHAMPLAIN AVE,560,ASSAULT,SIMPLE,APARTMENT,FALSE,TRUE,624,6,6,69,08A,1181883,1853145,2014,8/15/14 12:34,41.75225621,-87.60904569
54:18.6,,TRUE,1053790,9725814,HX375151,8/5/14 15:00,010XX N SPRINGFIELD AVE,810,THEFT,OVER $500,SIDEWALK,FALSE,TRUE,1112,11,27,23,6,1150236,1906661,2014,8/12/14 12:35,41.89978396,-87.72362728
54:18.6,,TRUE,1054845,9741384,HX391642,8/17/14 17:44,066XX S CARPENTER ST,3710,INTERFERENCE WITH PUBLIC OFFICER,RESIST/OBSTRUCT/DISARM OFFICER,RESIDENCE,TRUE,FALSE,724,7,17,68,24,1170492,1860948,2014,8/24/14 12:37,41.77392419,-87.65056164
54:18.6,,TRUE,1054886,9740911,HX391234,8/17/14 2:03,009XX W 85TH ST,820,THEFT,$500 AND UNDER,STREET,FALSE,FALSE,613,6,21,71,6,1171599,1848430,2014,8/24/14 12:37,41.73954901,-87.64686977
54:18.6,,TRUE,1055169,9735345,HX385447,8/13/14 8:15,081XX S ELIZABETH ST,460,BATTERY,SIMPLE,RESIDENCE-GARAGE,FALSE,FALSE,613,6,21,71,08B,1169370,1850691,2014,8/20/14 12:42,41.74580201,-87.65497117
54:18.6,,TRUE,1055909,9737705,HX387563,8/14/14 16:32,045XX N MAGNOLIA AVE,2027,NARCOTICS,POSS: CRACK,ALLEY,TRUE,FALSE,1913,19,46,3,18,1167135,1930596,2014,8/21/14 12:36,41.96511649,-87.66086762
54:18.6,,TRUE,1056307,9730871,HX380671,8/9/14 15:20,023XX N CENTRAL PARK AVE,141C,WEAPONS VIOLATION,UNLAWFUL USE OTHER DANG WEAPON,SIDEWALK,TRUE,FALSE,1413,14,26,22,15,1152022,1915534,2014,8/16/14 12:37,41.92409726,-87.71683298
54:18.6,,TRUE,1056704,9731108,HX380757,8/9/14 16:00,054XX S WABASH AVE,460,BATTERY,SIMPLE,SIDEWALK,FALSE,FALSE,225,2,3,40,08B,1177687,1868725,2014,8/16/14 12:37,41.79510529,-87.62395115
